customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_flag,monthly_revenue,annualized_revenue,revenue_at_risk,tenure_band,charge_band,cohort_month
CUST-100801,Male,0,No,No,22,Yes,Fiber optic,Month-to-month,No,Electronic check,47.28,1012.74,Yes,1,47.28,567.36,47.28,13-24m,Mid,Developing
CUST-100802,Male,0,No,No,38,No,Fiber optic,Month-to-month,Yes,Electronic check,78.35,2923.28,No,0,78.35,940.1999999999999,0.0,25-48m,High,Established
CUST-100803,Male,1,No,No,67,Yes,DSL,Two year,Yes,Bank transfer (automatic),56.07,3773.18,No,0,56.07,672.84,0.0,49-72m,Mid,Loyal
CUST-100804,Male,0,Yes,No,54,Yes,DSL,One year,Yes,Mailed check,79.82,4210.28,Yes,1,79.82,957.8399999999999,79.82,49-72m,High,Loyal
CUST-100805,Female,0,No,Yes,57,No,Fiber optic,Month-to-month,No,Credit card (automatic),59.49,3347.97,Yes,1,59.49,713.88,59.49,49-72m,Mid,Loyal
CUST-100806,Female,0,No,No,40,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),81.09,3307.23,No,0,81.09,973.08,0.0,25-48m,Premium,Established
CUST-100807,Female,0,No,No,8,Yes,DSL,Month-to-month,No,Credit card (automatic),58.41,424.29,No,0,58.41,700.92,0.0,0-12m,Mid,Recent
CUST-100808,Male,0,Yes,No,29,Yes,Fiber optic,One year,No,Credit card (automatic),68.23,1966.93,No,0,68.23,818.76,0.0,25-48m,High,Established
CUST-100809,Female,0,Yes,No,72,Yes,No,Month-to-month,Yes,Electronic check,36.02,2606.68,No,0,36.02,432.24,0.0,49-72m,Low,Loyal
CUST-100810,Male,0,No,Yes,4,Yes,No,Two year,No,Electronic check,34.58,151.58,Yes,1,34.58,414.96,34.58,0-12m,Low,Recent
CUST-100811,Female,0,No,Yes,64,Yes,Fiber optic,Two year,Yes,Credit card (automatic),68.14,4337.0,Yes,1,68.14,817.6800000000001,68.14,49-72m,High,Loyal
CUST-100812,Male,0,Yes,No,50,Yes,Fiber optic,Month-to-month,No,Mailed check,59.11,2980.09,No,0,59.11,709.3199999999999,0.0,49-72m,Mid,Loyal
CUST-100813,Male,1,Yes,No,21,Yes,Fiber optic,One year,Yes,Credit card (automatic),67.37,1479.85,No,0,67.37,808.44,0.0,13-24m,High,Developing
CUST-100814,Male,0,No,No,57,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.1,4175.93,No,0,74.1,889.1999999999999,0.0,49-72m,High,Loyal
CUST-100815,Female,0,No,Yes,61,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.17,4929.57,No,0,81.17,974.04,0.0,49-72m,Premium,Loyal
CUST-100816,Female,0,No,No,4,Yes,No,One year,No,Mailed check,40.33,156.59,Yes,1,40.33,483.96,40.33,0-12m,Low,Recent
CUST-100817,Male,0,No,No,8,No,No,Month-to-month,Yes,Mailed check,22.48,211.33,No,0,22.48,269.76,0.0,0-12m,Low,Recent
CUST-100818,Male,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),71.9,3452.69,No,0,71.9,862.8000000000001,0.0,25-48m,High,Established
CUST-100819,Male,0,No,No,72,Yes,Fiber optic,Month-to-month,No,Electronic check,84.75,6096.28,No,0,84.75,1017.0,0.0,49-72m,Premium,Loyal
CUST-100820,Male,0,No,No,2,Yes,Fiber optic,Month-to-month,No,Mailed check,40.67,40.67,Yes,1,40.67,488.04,40.67,0-12m,Low,Recent
CUST-100821,Female,0,Yes,No,48,Yes,DSL,Month-to-month,No,Bank transfer (automatic),40.93,1913.65,No,0,40.93,491.15999999999997,0.0,25-48m,Low,Established
CUST-100822,Female,0,No,No,10,Yes,Fiber optic,One year,No,Electronic check,55.43,562.97,No,0,55.43,665.16,0.0,0-12m,Mid,Recent
CUST-100823,Male,0,No,No,47,Yes,No,Two year,No,Mailed check,29.77,1376.07,No,0,29.77,357.24,0.0,25-48m,Low,Established
CUST-100824,Male,0,Yes,Yes,45,Yes,No,One year,Yes,Credit card (automatic),18.0,794.61,No,0,18.0,216.0,0.0,25-48m,Low,Established
CUST-100825,Female,0,Yes,Yes,7,Yes,Fiber optic,Two year,No,Mailed check,74.63,519.63,No,0,74.63,895.56,0.0,0-12m,High,Recent
CUST-100826,Male,0,No,Yes,50,No,DSL,Month-to-month,Yes,Credit card (automatic),65.98,3399.0,No,0,65.98,791.76,0.0,49-72m,High,Loyal
CUST-100827,Male,1,No,No,65,Yes,DSL,Two year,No,Credit card (automatic),18.0,1147.61,No,0,18.0,216.0,0.0,49-72m,Low,Loyal
CUST-100828,Male,0,Yes,No,63,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),45.51,2929.54,Yes,1,45.51,546.12,45.51,49-72m,Low,Loyal
CUST-100829,Male,0,No,No,3,Yes,DSL,Month-to-month,No,Electronic check,63.39,249.29,Yes,1,63.39,760.6800000000001,63.39,0-12m,High,Recent
CUST-100830,Female,0,Yes,No,18,No,Fiber optic,Two year,Yes,Electronic check,23.0,450.17,No,0,23.0,276.0,0.0,13-24m,Low,Developing
CUST-100831,Female,0,Yes,No,18,Yes,DSL,Month-to-month,Yes,Credit card (automatic),91.35,1606.17,Yes,1,91.35,1096.1999999999998,91.35,13-24m,Premium,Developing
CUST-100832,Male,1,Yes,Yes,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.11,2451.8,Yes,1,74.11,889.3199999999999,74.11,25-48m,High,Established
CUST-100833,Female,0,Yes,Yes,11,Yes,DSL,Month-to-month,No,Bank transfer (automatic),84.92,916.55,Yes,1,84.92,1019.04,84.92,0-12m,Premium,Recent
CUST-100834,Female,0,Yes,No,62,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),47.36,3026.97,Yes,1,47.36,568.3199999999999,47.36,49-72m,Mid,Loyal
CUST-100835,Female,0,No,No,56,Yes,DSL,Month-to-month,No,Credit card (automatic),79.05,4445.28,Yes,1,79.05,948.5999999999999,79.05,49-72m,High,Loyal
CUST-100836,Female,0,No,No,59,Yes,No,Month-to-month,Yes,Credit card (automatic),27.47,1611.14,No,0,27.47,329.64,0.0,49-72m,Low,Loyal
CUST-100837,Male,1,No,No,15,Yes,Fiber optic,Two year,Yes,Mailed check,57.77,946.87,Yes,1,57.77,693.24,57.77,13-24m,Mid,Developing
CUST-100838,Female,1,No,No,2,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),77.76,139.66,Yes,1,77.76,933.1200000000001,77.76,0-12m,High,Recent
CUST-100839,Male,0,No,No,66,Yes,DSL,Month-to-month,No,Bank transfer (automatic),68.46,4543.18,No,0,68.46,821.52,0.0,49-72m,High,Loyal
CUST-100840,Male,0,Yes,No,21,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),87.79,1875.2,Yes,1,87.79,1053.48,87.79,13-24m,Premium,Developing
CUST-100841,Female,0,Yes,No,48,Yes,DSL,Two year,Yes,Bank transfer (automatic),65.06,3138.51,No,0,65.06,780.72,0.0,25-48m,High,Established
CUST-100842,Female,0,Yes,No,66,Yes,DSL,Month-to-month,No,Electronic check,59.81,3942.67,No,0,59.81,717.72,0.0,49-72m,Mid,Loyal
CUST-100843,Male,0,No,Yes,3,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),88.54,303.31,Yes,1,88.54,1062.48,88.54,0-12m,Premium,Recent
CUST-100844,Female,1,Yes,No,1,Yes,No,Month-to-month,No,Bank transfer (automatic),65.18,65.18,Yes,1,65.18,782.1600000000001,65.18,0-12m,High,Recent
CUST-100845,Male,0,No,Yes,1,Yes,DSL,One year,Yes,Electronic check,71.93,122.05,Yes,1,71.93,863.1600000000001,71.93,0-12m,High,Recent
CUST-100846,Female,0,No,Yes,12,Yes,DSL,Two year,Yes,Electronic check,91.39,1084.02,Yes,1,91.39,1096.68,91.39,0-12m,Premium,Recent
CUST-100847,Female,0,No,No,4,Yes,Fiber optic,One year,Yes,Electronic check,64.82,319.48,No,0,64.82,777.8399999999999,0.0,0-12m,High,Recent
CUST-100848,Female,1,Yes,No,60,Yes,Fiber optic,One year,No,Bank transfer (automatic),67.19,4078.48,No,0,67.19,806.28,0.0,49-72m,High,Loyal
CUST-100849,Male,1,Yes,No,44,No,Fiber optic,Month-to-month,No,Credit card (automatic),70.1,3109.12,Yes,1,70.1,841.1999999999999,70.1,25-48m,High,Established
CUST-100850,Female,0,Yes,Yes,71,Yes,No,Month-to-month,No,Mailed check,39.14,2774.88,No,0,39.14,469.68,0.0,49-72m,Low,Loyal
CUST-100851,Male,0,No,Yes,58,Yes,No,Month-to-month,Yes,Electronic check,35.17,2089.48,No,0,35.17,422.04,0.0,49-72m,Low,Loyal
CUST-100852,Male,0,No,No,70,Yes,DSL,Month-to-month,No,Credit card (automatic),54.27,3824.6,No,0,54.27,651.24,0.0,49-72m,Mid,Loyal
CUST-100853,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),48.13,766.34,No,0,48.13,577.5600000000001,0.0,13-24m,Mid,Developing
CUST-100854,Male,1,No,No,21,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),72.44,1484.44,No,0,72.44,869.28,0.0,13-24m,High,Developing
CUST-100855,Female,1,No,Yes,62,Yes,DSL,Month-to-month,No,Electronic check,96.36,5981.91,Yes,1,96.36,1156.32,96.36,49-72m,Premium,Loyal
CUST-100856,Female,0,Yes,No,18,Yes,DSL,One year,Yes,Credit card (automatic),87.91,1594.97,Yes,1,87.91,1054.92,87.91,13-24m,Premium,Developing
CUST-100857,Male,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,78.54,424.52,Yes,1,78.54,942.48,78.54,0-12m,High,Recent
CUST-100858,Female,0,Yes,Yes,49,Yes,No,One year,Yes,Bank transfer (automatic),69.48,3474.22,Yes,1,69.48,833.76,69.48,49-72m,High,Loyal
CUST-100859,Female,1,Yes,No,58,Yes,Fiber optic,One year,No,Bank transfer (automatic),70.42,4110.76,No,0,70.42,845.04,0.0,49-72m,High,Loyal
CUST-100860,Male,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),48.25,3283.7,No,0,48.25,579.0,0.0,49-72m,Mid,Loyal
CUST-100861,Male,1,No,No,67,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.31,2307.66,Yes,1,34.31,411.72,34.31,49-72m,Low,Loyal
CUST-100862,Female,0,Yes,No,9,Yes,DSL,One year,Yes,Mailed check,68.67,672.74,Yes,1,68.67,824.04,68.67,0-12m,High,Recent
CUST-100863,Female,1,Yes,No,56,No,Fiber optic,One year,No,Bank transfer (automatic),58.73,3293.9,No,0,58.73,704.76,0.0,49-72m,Mid,Loyal
CUST-100864,Male,0,Yes,No,61,Yes,DSL,Month-to-month,Yes,Mailed check,83.42,5097.78,No,0,83.42,1001.04,0.0,49-72m,Premium,Loyal
CUST-100865,Male,0,Yes,No,51,Yes,No,Month-to-month,Yes,Mailed check,62.58,3169.34,No,0,62.58,750.96,0.0,49-72m,Mid,Loyal
CUST-100866,Male,0,Yes,No,60,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),31.89,1956.12,No,0,31.89,382.68,0.0,49-72m,Low,Loyal
CUST-100867,Female,0,Yes,No,61,No,DSL,One year,Yes,Bank transfer (automatic),66.8,4058.91,No,0,66.8,801.5999999999999,0.0,49-72m,High,Loyal
CUST-100868,Female,0,Yes,No,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,18.0,620.68,Yes,1,18.0,216.0,18.0,25-48m,Low,Established
CUST-100869,Female,1,No,No,3,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),67.99,223.25,Yes,1,67.99,815.8799999999999,67.99,0-12m,High,Recent
CUST-100870,Male,0,Yes,No,33,No,Fiber optic,Two year,Yes,Electronic check,59.74,1973.86,No,0,59.74,716.88,0.0,25-48m,Mid,Established
CUST-100871,Male,1,Yes,Yes,15,Yes,DSL,Month-to-month,Yes,Mailed check,109.08,1657.98,No,0,109.08,1308.96,0.0,13-24m,Premium,Developing
CUST-100872,Male,0,Yes,Yes,9,Yes,Fiber optic,Two year,Yes,Mailed check,94.48,859.4,Yes,1,94.48,1133.76,94.48,0-12m,Premium,Recent
CUST-100873,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Yes,Mailed check,90.51,872.07,Yes,1,90.51,1086.1200000000001,90.51,0-12m,Premium,Recent
CUST-100874,Male,1,No,No,51,Yes,DSL,Month-to-month,No,Mailed check,48.89,2523.84,No,0,48.89,586.6800000000001,0.0,49-72m,Mid,Loyal
CUST-100875,Male,0,Yes,Yes,37,Yes,DSL,Month-to-month,No,Mailed check,47.61,1808.36,No,0,47.61,571.3199999999999,0.0,25-48m,Mid,Established
CUST-100876,Female,1,No,No,39,Yes,DSL,Month-to-month,No,Mailed check,45.89,1755.33,Yes,1,45.89,550.6800000000001,45.89,25-48m,Low,Established
CUST-100877,Male,1,No,Yes,54,Yes,No,Two year,Yes,Credit card (automatic),67.59,3612.66,Yes,1,67.59,811.08,67.59,49-72m,High,Loyal
CUST-100878,Male,0,No,No,40,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),49.97,2001.62,No,0,49.97,599.64,0.0,25-48m,Mid,Established
CUST-100879,Male,0,Yes,No,46,Yes,Fiber optic,Two year,Yes,Mailed check,53.52,2495.65,No,0,53.52,642.24,0.0,25-48m,Mid,Established
CUST-100880,Female,0,Yes,No,7,Yes,DSL,Month-to-month,Yes,Mailed check,50.21,375.39,Yes,1,50.21,602.52,50.21,0-12m,Mid,Recent
CUST-100881,Male,0,Yes,No,62,Yes,DSL,Two year,No,Bank transfer (automatic),34.32,2094.03,No,0,34.32,411.84000000000003,0.0,49-72m,Low,Loyal
CUST-100882,Female,0,No,Yes,33,Yes,Fiber optic,Two year,Yes,Electronic check,69.32,2322.69,No,0,69.32,831.8399999999999,0.0,25-48m,High,Established
CUST-100883,Female,0,Yes,No,12,No,Fiber optic,Month-to-month,Yes,Mailed check,73.37,852.19,No,0,73.37,880.44,0.0,0-12m,High,Recent
CUST-100884,Male,0,No,No,59,Yes,Fiber optic,Month-to-month,No,Electronic check,21.06,1272.86,Yes,1,21.06,252.71999999999997,21.06,49-72m,Low,Loyal
CUST-100885,Female,0,Yes,Yes,53,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),41.36,2204.97,No,0,41.36,496.32,0.0,49-72m,Low,Loyal
CUST-100886,Female,1,Yes,No,4,Yes,No,Month-to-month,No,Electronic check,47.61,180.31,Yes,1,47.61,571.3199999999999,47.61,0-12m,Mid,Recent
CUST-100887,Male,0,Yes,No,14,Yes,DSL,Two year,Yes,Credit card (automatic),60.41,821.62,No,0,60.41,724.92,0.0,13-24m,Mid,Developing
CUST-100888,Male,1,Yes,Yes,2,Yes,Fiber optic,Month-to-month,No,Mailed check,61.18,128.35,Yes,1,61.18,734.16,61.18,0-12m,Mid,Recent
CUST-100889,Male,0,No,No,20,Yes,DSL,Month-to-month,No,Bank transfer (automatic),83.32,1670.14,No,0,83.32,999.8399999999999,0.0,13-24m,Premium,Developing
CUST-100890,Female,0,No,No,8,Yes,DSL,Month-to-month,No,Bank transfer (automatic),38.25,258.9,Yes,1,38.25,459.0,38.25,0-12m,Low,Recent
CUST-100891,Male,0,Yes,Yes,52,Yes,Fiber optic,One year,Yes,Mailed check,56.91,2986.41,No,0,56.91,682.92,0.0,49-72m,Mid,Loyal
CUST-100892,Male,0,Yes,No,38,Yes,Fiber optic,Two year,Yes,Mailed check,73.4,2841.25,No,0,73.4,880.8000000000001,0.0,25-48m,High,Established
CUST-100893,Male,0,No,No,71,Yes,DSL,Month-to-month,Yes,Mailed check,55.72,3994.85,Yes,1,55.72,668.64,55.72,49-72m,Mid,Loyal
CUST-100894,Female,0,Yes,No,54,Yes,Fiber optic,One year,No,Credit card (automatic),76.88,4165.7,No,0,76.88,922.56,0.0,49-72m,High,Loyal
CUST-100895,Male,0,No,No,45,Yes,DSL,Two year,Yes,Bank transfer (automatic),36.78,1634.85,No,0,36.78,441.36,0.0,25-48m,Low,Established
CUST-100896,Male,0,Yes,No,37,Yes,DSL,Month-to-month,Yes,Electronic check,51.88,1925.36,Yes,1,51.88,622.5600000000001,51.88,25-48m,Mid,Established
CUST-100897,Male,0,No,No,4,Yes,DSL,Month-to-month,Yes,Mailed check,30.79,117.24,Yes,1,30.79,369.48,30.79,0-12m,Low,Recent
CUST-100898,Male,0,No,Yes,6,Yes,No,One year,No,Mailed check,18.0,113.59,No,0,18.0,216.0,0.0,0-12m,Low,Recent
CUST-100899,Male,0,Yes,No,45,Yes,DSL,One year,Yes,Credit card (automatic),59.53,2720.99,No,0,59.53,714.36,0.0,25-48m,Mid,Established
CUST-100900,Female,0,No,No,1,Yes,DSL,Month-to-month,Yes,Credit card (automatic),79.9,79.9,Yes,1,79.9,958.8000000000001,79.9,0-12m,High,Recent
CUST-100901,Male,0,No,Yes,4,Yes,Fiber optic,Two year,No,Mailed check,59.47,155.2,No,0,59.47,713.64,0.0,0-12m,Mid,Recent
CUST-100902,Female,1,Yes,No,16,Yes,DSL,Month-to-month,No,Mailed check,95.53,1564.46,No,0,95.53,1146.3600000000001,0.0,13-24m,Premium,Developing
CUST-100903,Male,1,No,No,64,Yes,No,Two year,No,Electronic check,25.36,1640.91,No,0,25.36,304.32,0.0,49-72m,Low,Loyal
CUST-100904,Female,0,Yes,No,34,Yes,No,Two year,Yes,Bank transfer (automatic),18.0,618.75,No,0,18.0,216.0,0.0,25-48m,Low,Established
CUST-100905,Female,0,Yes,No,52,Yes,No,Two year,Yes,Electronic check,41.57,2108.79,No,0,41.57,498.84000000000003,0.0,49-72m,Low,Loyal
CUST-100906,Female,0,No,Yes,30,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),46.27,1350.65,No,0,46.27,555.24,0.0,25-48m,Low,Established
CUST-100907,Female,0,No,Yes,13,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),72.77,913.82,No,0,72.77,873.24,0.0,13-24m,High,Developing
CUST-100908,Male,0,Yes,Yes,27,No,No,Month-to-month,Yes,Electronic check,18.0,459.73,No,0,18.0,216.0,0.0,25-48m,Low,Established
CUST-100909,Male,0,No,No,7,Yes,DSL,Month-to-month,Yes,Credit card (automatic),63.95,425.59,Yes,1,63.95,767.4000000000001,63.95,0-12m,High,Recent
CUST-100910,Male,1,Yes,No,56,Yes,DSL,One year,Yes,Credit card (automatic),85.46,4732.58,No,0,85.46,1025.52,0.0,49-72m,Premium,Loyal
CUST-100911,Female,0,No,No,14,No,DSL,Month-to-month,Yes,Mailed check,82.77,1255.6,Yes,1,82.77,993.24,82.77,13-24m,Premium,Developing
CUST-100912,Female,0,Yes,No,28,Yes,DSL,Month-to-month,No,Electronic check,64.48,1873.03,Yes,1,64.48,773.76,64.48,25-48m,High,Established
CUST-100913,Female,0,No,No,71,Yes,Fiber optic,Month-to-month,Yes,Mailed check,68.87,4902.24,Yes,1,68.87,826.44,68.87,49-72m,High,Loyal
CUST-100914,Male,1,Yes,Yes,43,Yes,Fiber optic,Month-to-month,No,Mailed check,59.06,2538.07,No,0,59.06,708.72,0.0,25-48m,Mid,Established
CUST-100915,Male,0,Yes,Yes,34,Yes,No,Month-to-month,No,Mailed check,35.44,1287.15,No,0,35.44,425.28,0.0,25-48m,Low,Established
CUST-100916,Male,0,No,No,40,Yes,No,One year,Yes,Credit card (automatic),55.79,2304.67,No,0,55.79,669.48,0.0,25-48m,Mid,Established
CUST-100917,Female,0,Yes,Yes,57,Yes,No,One year,Yes,Credit card (automatic),25.5,1420.2,No,0,25.5,306.0,0.0,49-72m,Low,Loyal
CUST-100918,Male,0,Yes,No,19,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),55.66,1068.69,Yes,1,55.66,667.92,55.66,13-24m,Mid,Developing
CUST-100919,Male,1,Yes,Yes,46,Yes,Fiber optic,Two year,No,Credit card (automatic),27.25,1245.29,No,0,27.25,327.0,0.0,25-48m,Low,Established
CUST-100920,Male,0,No,No,63,Yes,Fiber optic,Two year,Yes,Electronic check,76.23,4790.37,Yes,1,76.23,914.76,76.23,49-72m,High,Loyal
CUST-100921,Male,0,Yes,No,42,Yes,No,Month-to-month,Yes,Electronic check,34.96,1460.87,Yes,1,34.96,419.52,34.96,25-48m,Low,Established
CUST-100922,Male,0,No,No,33,Yes,DSL,One year,No,Credit card (automatic),42.22,1389.4,No,0,42.22,506.64,0.0,25-48m,Low,Established
CUST-100923,Female,0,Yes,No,11,No,No,Month-to-month,No,Bank transfer (automatic),60.09,670.47,No,0,60.09,721.08,0.0,0-12m,Mid,Recent
CUST-100924,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,No,Electronic check,67.78,1229.78,No,0,67.78,813.36,0.0,13-24m,High,Developing
CUST-100925,Male,1,No,Yes,69,Yes,DSL,Month-to-month,Yes,Credit card (automatic),52.47,3685.15,Yes,1,52.47,629.64,52.47,49-72m,Mid,Loyal
CUST-100926,Male,0,Yes,No,39,Yes,DSL,Month-to-month,No,Electronic check,88.44,3412.85,No,0,88.44,1061.28,0.0,25-48m,Premium,Established
CUST-100927,Female,0,No,Yes,22,Yes,Fiber optic,Two year,Yes,Credit card (automatic),53.29,1215.89,No,0,53.29,639.48,0.0,13-24m,Mid,Developing
CUST-100928,Male,0,Yes,Yes,31,Yes,No,Two year,Yes,Credit card (automatic),18.0,509.62,No,0,18.0,216.0,0.0,25-48m,Low,Established
CUST-100929,Female,0,Yes,No,42,No,DSL,Two year,No,Mailed check,81.89,3450.04,No,0,81.89,982.6800000000001,0.0,25-48m,Premium,Established
CUST-100930,Male,0,No,Yes,39,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),50.32,2009.43,No,0,50.32,603.84,0.0,25-48m,Mid,Established
CUST-100931,Male,0,No,Yes,51,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),135.0,6910.61,Yes,1,135.0,1620.0,135.0,49-72m,Premium,Loyal
CUST-100932,Male,0,No,No,19,No,No,Two year,No,Credit card (automatic),23.0,422.76,No,0,23.0,276.0,0.0,13-24m,Low,Developing
CUST-100933,Female,1,No,No,47,Yes,DSL,Month-to-month,No,Bank transfer (automatic),24.46,1162.44,Yes,1,24.46,293.52,24.46,25-48m,Low,Established
CUST-100934,Male,0,Yes,No,32,Yes,DSL,Month-to-month,No,Mailed check,107.4,3511.15,No,0,107.4,1288.8000000000002,0.0,25-48m,Premium,Established
CUST-100935,Male,0,No,Yes,68,Yes,DSL,One year,Yes,Electronic check,67.56,4567.45,No,0,67.56,810.72,0.0,49-72m,High,Loyal
CUST-100936,Male,1,Yes,No,12,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.43,918.65,Yes,1,74.43,893.1600000000001,74.43,0-12m,High,Recent
CUST-100937,Female,0,No,No,11,Yes,DSL,Month-to-month,Yes,Electronic check,77.2,892.63,No,0,77.2,926.4000000000001,0.0,0-12m,High,Recent
CUST-100938,Female,0,No,No,34,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,594.54,No,0,18.0,216.0,0.0,25-48m,Low,Established
CUST-100939,Male,0,Yes,No,37,Yes,Fiber optic,One year,Yes,Mailed check,21.14,860.27,No,0,21.14,253.68,0.0,25-48m,Low,Established
CUST-100940,Female,0,No,No,50,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),111.79,5682.8,No,0,111.79,1341.48,0.0,49-72m,Premium,Loyal
CUST-100941,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,Yes,Electronic check,34.41,1081.53,Yes,1,34.41,412.91999999999996,34.41,25-48m,Low,Established
CUST-100942,Male,0,No,Yes,66,Yes,Fiber optic,Month-to-month,Yes,Mailed check,104.84,6968.77,No,0,104.84,1258.08,0.0,49-72m,Premium,Loyal
CUST-100943,Male,0,No,Yes,35,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.39,2735.86,Yes,1,80.39,964.6800000000001,80.39,25-48m,Premium,Established
CUST-100944,Female,0,No,No,10,No,No,Two year,Yes,Electronic check,36.66,307.16,No,0,36.66,439.91999999999996,0.0,0-12m,Low,Recent
CUST-100945,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),58.51,522.79,Yes,1,58.51,702.12,58.51,0-12m,Mid,Recent
CUST-100946,Male,0,No,Yes,71,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),119.6,8462.0,No,0,119.6,1435.1999999999998,0.0,49-72m,Premium,Loyal
CUST-100947,Female,0,No,No,10,Yes,DSL,One year,Yes,Credit card (automatic),53.57,563.86,Yes,1,53.57,642.84,53.57,0-12m,Mid,Recent
CUST-100948,Female,0,Yes,Yes,69,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),54.18,3638.42,Yes,1,54.18,650.16,54.18,49-72m,Mid,Loyal
CUST-100949,Male,0,Yes,Yes,21,Yes,DSL,Two year,Yes,Electronic check,75.61,1615.68,Yes,1,75.61,907.3199999999999,75.61,13-24m,High,Developing
CUST-100950,Female,0,No,No,7,Yes,No,One year,No,Credit card (automatic),26.01,174.16,Yes,1,26.01,312.12,26.01,0-12m,Low,Recent
CUST-100951,Female,0,No,No,22,Yes,Fiber optic,Month-to-month,No,Electronic check,46.56,999.94,Yes,1,46.56,558.72,46.56,13-24m,Low,Developing
CUST-100952,Male,0,No,No,45,No,Fiber optic,Month-to-month,No,Credit card (automatic),67.55,3125.55,Yes,1,67.55,810.5999999999999,67.55,25-48m,High,Established
CUST-100953,Female,0,Yes,Yes,31,Yes,No,Month-to-month,No,Bank transfer (automatic),55.96,1720.9,No,0,55.96,671.52,0.0,25-48m,Mid,Established
CUST-100954,Male,0,Yes,Yes,57,Yes,Fiber optic,Two year,Yes,Credit card (automatic),102.18,5751.51,No,0,102.18,1226.16,0.0,49-72m,Premium,Loyal
CUST-100955,Female,1,No,No,44,No,Fiber optic,One year,Yes,Mailed check,114.67,5066.04,No,0,114.67,1376.04,0.0,25-48m,Premium,Established
CUST-100956,Female,0,Yes,No,29,Yes,No,Two year,No,Electronic check,18.0,539.2,No,0,18.0,216.0,0.0,25-48m,Low,Established
CUST-100957,Female,0,Yes,No,46,Yes,No,Two year,Yes,Electronic check,55.77,2557.59,No,0,55.77,669.24,0.0,25-48m,Mid,Established
CUST-100958,Male,0,Yes,Yes,70,Yes,DSL,Month-to-month,Yes,Electronic check,47.19,3403.3,No,0,47.19,566.28,0.0,49-72m,Mid,Loyal
CUST-100959,Male,0,No,Yes,30,Yes,DSL,Two year,No,Credit card (automatic),40.29,1218.15,No,0,40.29,483.48,0.0,25-48m,Low,Established
CUST-100960,Male,0,No,Yes,12,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28.98,393.43,No,0,28.98,347.76,0.0,0-12m,Low,Recent
CUST-100961,Male,0,Yes,No,30,Yes,DSL,One year,Yes,Electronic check,55.57,1681.64,Yes,1,55.57,666.84,55.57,25-48m,Mid,Established
CUST-100962,Male,0,No,No,61,Yes,DSL,Month-to-month,No,Electronic check,45.31,2821.09,No,0,45.31,543.72,0.0,49-72m,Low,Loyal
CUST-100963,Male,1,Yes,Yes,16,Yes,No,Month-to-month,No,Electronic check,18.0,273.11,No,0,18.0,216.0,0.0,13-24m,Low,Developing
CUST-100964,Male,0,No,No,69,Yes,DSL,One year,No,Mailed check,100.69,6899.76,Yes,1,100.69,1208.28,100.69,49-72m,Premium,Loyal
CUST-100965,Male,0,No,No,43,Yes,DSL,Two year,No,Bank transfer (automatic),80.63,3501.55,No,0,80.63,967.56,0.0,25-48m,Premium,Established
